species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,id
Adelie,Dream,35.6,17.5,191.0,3175.0,Female,1419
Adelie,Biscoe,35.0,17.9,190.0,3450.0,Female,1465
Adelie,Biscoe,41.3,21.1,195.0,4400.0,Male,1761
Gentoo,Biscoe,43.5,15.2,213.0,4650.0,Female,1954
Gentoo,Biscoe,44.4,17.3,219.0,5250.0,Male,1339
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,Male,1990
Adelie,Dream,38.3,19.2,189.0,3950.0,Male,1133
Adelie,Biscoe,40.5,17.9,187.0,3200.0,Female,1166
Chinstrap,Dream,46.7,17.9,195.0,3300.0,Female,1087
Adelie,Biscoe,35.5,16.2,195.0,3350.0,Female,1713
Gentoo,Biscoe,45.2,15.8,215.0,5300.0,Male,1117
Adelie,Dream,39.7,17.9,193.0,4250.0,Male,1595
Adelie,Biscoe,34.5,18.1,187.0,2900.0,Female,1803
Gentoo,Biscoe,46.8,14.3,215.0,4850.0,Female,1958
Gentoo,Biscoe,47.5,15.0,218.0,4950.0,Female,1314
Adelie,Dream,40.2,20.1,200.0,3975.0,Male,1777
Adelie,Dream,39.6,18.8,190.0,4600.0,Male,1431
Adelie,Dream,36.0,17.8,195.0,3450.0,Female,1588
Chinstrap,Dream,58.0,17.8,181.0,3700.0,Female,1464
Adelie,Dream,40.9,18.9,184.0,3900.0,Male,1796
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,Male,1472
Adelie,Dream,39.5,16.7,178.0,3250.0,Female,1526
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,Male,1361
Gentoo,Biscoe,43.3,13.4,209.0,4400.0,Female,1222
Chinstrap,Dream,46.2,17.5,187.0,3650.0,Female,1258
Adelie,Torgersen,46.0,21.5,194.0,4200.0,Male,1607
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,Female,1534
Gentoo,Biscoe,47.5,14.0,212.0,4875.0,Female,1879
Gentoo,Biscoe,49.6,16.0,225.0,5700.0,Male,1633
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,Male,1644
Gentoo,Biscoe,46.5,14.8,217.0,5200.0,Female,1052
Adelie,Biscoe,38.2,18.1,185.0,3950.0,Male,1920
Gentoo,Biscoe,48.7,15.1,222.0,5350.0,Male,1151
Adelie,Dream,3.95,16.7,178.0,3250.0,Female,1526
Adelie,Dream,34.0,17.1,185.0,3400.0,Female,1109
Chinstrap,Dream,45.2,17.8,198.0,3950.0,Female,1485
Chinstrap,Dream,53.5,19.9,205.0,4500.0,Male,1338
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,Female,1183
Chinstrap,Dream,45.6,19.4,194.0,3525.0,Female,1304
Adelie,Dream,39.5,16.7,178.0,3250.0,Female,1526
Gentoo,Biscoe,50.8,15.7,226.0,5200.0,Male,1664
Gentoo,Biscoe,44.0,13.6,208.0,4350.0,Female,1064
Adelie,Dream,37.0,16.9,185.0,3000.0,Female,1280
Adelie,Dream,38.1,18.6,190.0,3700.0,Female,1683
Adelie,Torgersen,39.0,17.1,191.0,3050.0,Female,1635
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,Male,1941
Gentoo,Biscoe,45.3,13.7,210.0,4300.0,Female,1218
Adelie,Torgersen,41.8,19.4,198.0,4450.0,Male,1508
Chinstrap,Dream,42.5,17.3,187.0,3350.0,Female,1033
Chinstrap,Dream,52.0,20.7,210.0,4800.0,Male,1375
Chinstrap,Dream,50.8,19.0,210.0,4100.0,Male,1923
Chinstrap,Dream,50.6,19.4,193.0,3800.0,Male,1007
Chinstrap,Dream,49.5,19.0,200.0,3800.0,Male,1384
Adelie,Biscoe,39.0,17.5,186.0,3550.0,Female,1787
Adelie,Dream,41.3,20.3,194.0,3550.0,Male,1347
Gentoo,Biscoe,46.8,15.4,215.0,5150.0,Male,1851
Gentoo,Biscoe,46.5,14.8,217.0,5200.0,Female,1052
Adelie,Biscoe,43.2,19.0,197.0,4775.0,Male,1201
Adelie,Biscoe,41.4,18.6,191.0,3700.0,Male,1952
Chinstrap,Dream,51.3,18.2,197.0,3750.0,Male,1261
Gentoo,Biscoe,49.8,16.8,230.0,5700.0,Male,1247
Adelie,Dream,37.6,19.3,181.0,3300.0,Female,1092
Adelie,Biscoe,37.7,16.0,183.0,3075.0,Female,1111
Adelie,Dream,39.8,19.1,184.0,4650.0,Male,1252
Gentoo,Biscoe,50.8,17.3,228.0,5600.0,Male,1455
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,Male,1537
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,Male,1644
Chinstrap,Dream,45.4,18.7,188.0,3525.0,Female,1519
Chinstrap,Dream,49.2,18.2,195.0,4400.0,Male,1899
Gentoo,Biscoe,47.5,14.0,212.0,4875.0,Female,1879
Adelie,Dream,43.2,18.5,192.0,4100.0,Male,1268
Adelie,Torgersen,38.5,17.9,190.0,3325.0,Female,1586
Gentoo,Biscoe,46.8,16.1,215.0,5500.0,Male,1568
Gentoo,Biscoe,45.2,13.8,215.0,4750.0,Female,1785
Adelie,Biscoe,42.2,19.5,197.0,4275.0,Male,1737
Gentoo,Biscoe,4.91,14.5,212.0,4625.0,Female,1060
Gentoo,Biscoe,54.3,15.7,231.0,5650.0,Male,1871
Adelie,Biscoe,37.9,18.6,172.0,3150.0,Female,1331
Adelie,Dream,38.8,20.0,190.0,3950.0,Male,1642
Gentoo,Biscoe,4.76,14.5,215.0,5400.0,Male,1941
Adelie,Dream,37.3,16.8,192.0,3000.0,Female,1300
Adelie,Torgersen,42.5,20.7,197.0,4500.0,Male,1301
Gentoo,Biscoe,54.3,15.7,231.0,5650.0,Male,1871
Gentoo,Biscoe,51.1,16.3,220.0,6000.0,Male,1207
Adelie,Dream,40.2,20.1,200.0,3975.0,Male,1777
Chinstrap,Dream,52.0,18.1,201.0,4050.0,Male,1438
Chinstrap,Dream,50.8,18.5,201.0,4450.0,Male,1194
Adelie,Biscoe,42.2,19.5,197.0,4275.0,Male,1737
Chinstrap,Dream,50.1,17.9,190.0,3400.0,Female,1691
Gentoo,Biscoe,49.8,15.9,229.0,5950.0,Male,1390
Gentoo,Biscoe,5.05,15.9,222.0,5550.0,Male,1382
Adelie,Dream,36.5,18.0,182.0,3150.0,Female,1344
Adelie,Torgersen,34.6,17.2,189.0,3200.0,Female,1759
Gentoo,Biscoe,48.7,15.7,208.0,5350.0,Male,1271
Chinstrap,Dream,47.6,18.3,195.0,3850.0,Female,1497
Gentoo,Biscoe,45.4,14.6,211.0,4800.0,Female,1053
Adelie,Torgersen,39.1,18.7,181.0,3750.0,Male,1732
Gentoo,Biscoe,50.8,15.7,226.0,5200.0,Male,1664
Adelie,Dream,36.0,17.9,190.0,3450.0,Female,1772
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,Male,1706
Adelie,Dream,33.1,16.1,178.0,2900.0,Female,1813
Adelie,Dream,39.2,18.6,190.0,4250.0,Male,1980
Gentoo,Biscoe,43.6,13.9,217.0,4900.0,Female,1794
Gentoo,Biscoe,45.7,13.9,214.0,4400.0,Female,1636
Chinstrap,Dream,51.7,20.3,194.0,3775.0,Male,1612
Chinstrap,Dream,49.7,18.6,195.0,3600.0,Male,1981
Adelie,Dream,36.0,17.1,187.0,3700.0,Female,1926
Adelie,Torgersen,35.7,17.0,189.0,3350.0,Female,1180
Adelie,Torgersen,40.3,18.0,195.0,3250.0,Female,1440
Gentoo,Biscoe,48.1,15.1,209.0,5500.0,Male,1436
Chinstrap,Dream,46.4,17.8,191.0,3700.0,Female,1758
Adelie,Torgersen,44.1,18.0,210.0,4000.0,Male,1098
Gentoo,Biscoe,43.5,15.2,213.0,4650.0,Female,1954
Gentoo,Biscoe,50.0,16.3,230.0,5700.0,Male,1986
Chinstrap,Dream,51.3,19.9,198.0,3700.0,Male,1484
Gentoo,Biscoe,46.2,14.5,209.0,4800.0,Female,1580
Chinstrap,Dream,50.7,19.7,203.0,4050.0,Male,1413
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,Male,1990
Gentoo,Biscoe,46.7,15.3,219.0,5200.0,Male,1975
Adelie,Biscoe,3.45,18.1,187.0,2900.0,Female,1803
Gentoo,Biscoe,48.4,14.4,203.0,4625.0,Female,1463
Chinstrap,Dream,50.7,19.7,203.0,4050.0,Male,1413
Adelie,Dream,36.9,18.6,189.0,3500.0,Female,1679
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,Female,1427
Chinstrap,Dream,46.7,17.9,195.0,3300.0,Female,1087
Gentoo,Biscoe,49.1,15.0,228.0,5500.0,Male,1893
Adelie,Torgersen,42.0,20.2,190.0,4250.0,,1442
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,Male,1537
Adelie,Dream,36.6,18.4,184.0,3475.0,Female,1850
Adelie,Torgersen,44.1,18.0,210.0,4000.0,Male,1098
Gentoo,Biscoe,49.6,16.0,225.0,5700.0,Male,1633
Chinstrap,Dream,5.029999999999999,20.0,197.0,3300.0,Male,1324
Adelie,Biscoe,36.4,17.1,184.0,2850.0,Female,1812
Adelie,Biscoe,42.0,19.5,200.0,4050.0,Male,1961
Adelie,Dream,38.3,19.2,189.0,3950.0,Male,1133
Adelie,Biscoe,35.7,16.9,185.0,3150.0,Female,1754
Chinstrap,Dream,46.0,18.9,195.0,4150.0,Female,1978
Chinstrap,Dream,51.3,19.2,193.0,3650.0,Male,1934
Gentoo,Biscoe,45.5,13.9,210.0,4200.0,Female,1622
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,Male,1863
Adelie,Torgersen,36.2,16.1,187.0,3550.0,Female,1448
Gentoo,Biscoe,48.8,16.2,222.0,6000.0,Male,1380
Gentoo,Biscoe,4.8100000000000005,15.1,209.0,5500.0,Male,1436
Chinstrap,Dream,46.5,17.9,192.0,3500.0,Female,1544
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,Male,1706
Adelie,Torgersen,38.5,17.9,190.0,3325.0,Female,1586
Adelie,Biscoe,41.1,18.2,192.0,4050.0,Male,1760
Gentoo,Biscoe,42.9,13.1,215.0,5000.0,Female,1043
Chinstrap,Dream,50.5,18.4,200.0,3400.0,Female,1394
Adelie,Torgersen,42.1,19.1,195.0,4000.0,Male,1002
Chinstrap,Dream,45.2,17.8,198.0,3950.0,Female,1485
Chinstrap,Dream,50.2,18.7,198.0,3775.0,Female,1733
Gentoo,Biscoe,,,,,,1697
Adelie,Torgersen,42.0,20.2,190.0,4250.0,,1442
Gentoo,Biscoe,47.2,13.7,214.0,4925.0,Female,1979
Chinstrap,Dream,52.7,19.8,197.0,3725.0,Male,1921
Adelie,Torgersen,40.6,19.0,199.0,4000.0,Male,1577
Gentoo,Biscoe,42.6,13.7,213.0,4950.0,Female,1886
Gentoo,Biscoe,45.3,13.8,208.0,4200.0,Female,1168
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,Male,1731
Chinstrap,Dream,51.3,19.9,198.0,3700.0,Male,1484
Chinstrap,Dream,53.5,19.9,205.0,4500.0,Male,1338
Chinstrap,Dream,50.5,19.6,201.0,4050.0,Male,1129
Adelie,Dream,37.5,18.5,199.0,4475.0,Male,1626
Adelie,Torgersen,43.1,19.2,197.0,3500.0,Male,1215
Adelie,Dream,42.2,18.5,180.0,3550.0,Female,1096
Adelie,Dream,3.96,18.1,186.0,4450.0,Male,1590
Gentoo,Biscoe,48.2,14.3,210.0,4600.0,Female,1605
Adelie,Torgersen,,,,,,1707
Gentoo,Biscoe,4.75,15.0,218.0,4950.0,Female,1314
Chinstrap,Dream,52.8,20.0,205.0,4550.0,Male,1167
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,Male,1036
Chinstrap,Dream,42.4,17.3,181.0,3600.0,Female,1322
Adelie,Dream,39.6,18.1,186.0,4450.0,Male,1590
Gentoo,Biscoe,45.4,14.6,211.0,4800.0,Female,1053
Gentoo,Biscoe,52.5,15.6,221.0,5450.0,Male,1281
Adelie,Torgersen,37.8,17.3,180.0,3700.0,,1688
Adelie,Biscoe,34.5,18.1,187.0,2900.0,Female,1803
Gentoo,Biscoe,47.4,14.6,212.0,4725.0,Female,1412
Gentoo,Biscoe,50.0,15.3,220.0,5550.0,Male,1357
Gentoo,Biscoe,44.5,14.3,216.0,4100.0,,1353
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,Female,1579
Gentoo,Biscoe,46.2,14.1,217.0,4375.0,Female,1160
Adelie,Biscoe,38.1,17.0,181.0,3175.0,Female,1821
Chinstrap,Dream,46.5,17.9,192.0,3500.0,Female,1544
Adelie,Biscoe,4.14,18.6,191.0,3700.0,Male,1952
Adelie,Dream,39.0,18.7,185.0,3650.0,Male,1912
Adelie,Dream,36.8,18.5,193.0,3500.0,Female,1882
Adelie,Torgersen,42.8,18.5,195.0,4250.0,Male,1715
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,Male,1731
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,Female,1427
Adelie,Torgersen,41.4,18.5,202.0,3875.0,Male,1953
Gentoo,Biscoe,49.5,16.2,229.0,5800.0,Male,1371
Gentoo,Biscoe,46.1,15.1,215.0,5100.0,Male,1982
Gentoo,Biscoe,46.2,14.1,217.0,4375.0,Female,1160
Adelie,Biscoe,38.6,17.2,199.0,3750.0,Female,1089
Adelie,Torgersen,39.7,18.4,190.0,3900.0,Male,1105
Adelie,Torgersen,36.7,18.8,187.0,3800.0,Female,1257
Gentoo,Biscoe,49.2,15.2,221.0,6300.0,Male,1556
Adelie,Biscoe,36.4,17.1,184.0,2850.0,Female,1812
Gentoo,Biscoe,45.0,15.4,220.0,5050.0,Male,1159
Adelie,Torgersen,36.7,19.3,193.0,3450.0,Female,1123
Gentoo,Biscoe,46.5,14.5,213.0,4400.0,Female,1839
Adelie,Dream,35.7,18.0,202.0,3550.0,Female,1003
Gentoo,Biscoe,49.1,14.5,212.0,4625.0,Female,1060
Gentoo,Biscoe,46.2,14.4,214.0,4650.0,,1618
Adelie,Torgersen,36.2,16.1,187.0,3550.0,Female,1448
Adelie,Torgersen,38.7,19.0,195.0,3450.0,Female,1124
Chinstrap,Dream,49.6,18.2,193.0,3775.0,Male,1354
Adelie,Biscoe,45.6,20.3,191.0,4600.0,Male,1948
Adelie,Torgersen,41.1,18.6,189.0,3325.0,Male,1531
Gentoo,Biscoe,4.779999999999999,15.0,215.0,5650.0,Male,1922
Adelie,Biscoe,38.2,20.0,190.0,3900.0,Male,1112
Adelie,Biscoe,43.2,19.0,197.0,4775.0,Male,1201
Adelie,Dream,39.2,18.6,190.0,4250.0,Male,1980
Gentoo,Biscoe,47.3,13.8,216.0,4725.0,,1625
Adelie,Dream,42.2,18.5,180.0,3550.0,Female,1096
Gentoo,Biscoe,43.4,14.4,218.0,4600.0,Female,1137
Gentoo,Biscoe,48.5,15.0,219.0,4850.0,Female,1387
Chinstrap,Dream,50.9,17.9,196.0,3675.0,Female,1223
Chinstrap,Dream,50.8,18.5,201.0,4450.0,Male,1194
Gentoo,Biscoe,44.5,14.7,214.0,4850.0,Female,1641
Chinstrap,Dream,50.8,19.0,210.0,4100.0,Male,1923
Adelie,Dream,41.1,18.1,205.0,4300.0,Male,1741
Adelie,Torgersen,37.7,19.8,198.0,3500.0,Male,1776
Chinstrap,Dream,50.0,19.5,196.0,3900.0,Male,1631
Chinstrap,Dream,50.2,18.8,202.0,3800.0,Male,1051
Adelie,Dream,37.5,18.9,179.0,2975.0,,1452
Chinstrap,Dream,45.7,17.3,193.0,3600.0,Female,1015
Adelie,Torgersen,3.6700000000000004,19.3,193.0,3450.0,Female,1123
Adelie,Biscoe,40.6,18.8,193.0,3800.0,Male,1791
Chinstrap,Dream,49.8,17.3,198.0,3675.0,Female,1729
Adelie,Torgersen,39.3,20.6,190.0,3650.0,Male,1530
Adelie,Torgersen,37.8,17.3,180.0,3700.0,,1688
Adelie,Dream,36.6,18.4,184.0,3475.0,Female,1850
Chinstrap,Dream,55.8,19.8,207.0,4000.0,Male,1671
Adelie,Biscoe,39.7,18.9,184.0,3550.0,Male,1196
Gentoo,Biscoe,43.8,13.9,208.0,4300.0,Female,1660
Chinstrap,Dream,46.4,18.6,190.0,3450.0,Female,1164
Gentoo,Biscoe,45.2,13.8,215.0,4750.0,Female,1785
Adelie,Torgersen,42.1,19.1,195.0,4000.0,Male,1002
Gentoo,Biscoe,55.1,16.0,230.0,5850.0,Male,1724
Adelie,Torgersen,36.2,17.2,187.0,3150.0,Female,1317
Adelie,Biscoe,40.6,18.8,193.0,3800.0,Male,1791
Gentoo,Biscoe,50.5,15.9,222.0,5550.0,Male,1382
Gentoo,Biscoe,50.0,16.3,230.0,5700.0,Male,1986
Chinstrap,Dream,52.0,19.0,197.0,4150.0,Male,1289
Gentoo,Biscoe,46.1,13.2,211.0,4500.0,Female,1178
Gentoo,Biscoe,49.9,16.1,213.0,5400.0,Male,1231
Chinstrap,Dream,46.8,16.5,189.0,3650.0,Female,1139
Chinstrap,Dream,49.0,19.5,210.0,3950.0,Male,1013
Adelie,Biscoe,3.7700000000000005,18.7,180.0,3600.0,Male,1032
Gentoo,Biscoe,45.1,14.5,215.0,5000.0,Female,1101
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,Male,1036
Gentoo,Biscoe,45.0,15.4,220.0,5050.0,Male,1159
Adelie,Dream,41.1,19.0,182.0,3425.0,Male,1411
Adelie,Torgersen,46.0,21.5,194.0,4200.0,Male,1607
Chinstrap,Dream,46.1,18.2,178.0,3250.0,Female,1857
Gentoo,Biscoe,51.1,16.3,220.0,6000.0,Male,1207
Adelie,Torgersen,35.9,16.6,190.0,3050.0,Female,1844
Chinstrap,Dream,45.4,18.7,188.0,3525.0,Female,1519
Adelie,Dream,40.8,18.4,195.0,3900.0,Male,1020
Gentoo,Biscoe,4.87,14.1,210.0,4450.0,Female,1534
Chinstrap,Dream,51.3,19.2,193.0,3650.0,Male,1934
Adelie,Biscoe,37.6,17.0,185.0,3600.0,Female,1439
Adelie,Torgersen,37.8,17.1,186.0,3300.0,,1601
Gentoo,Biscoe,48.2,14.3,210.0,4600.0,Female,1605
Adelie,Torgersen,45.8,18.9,197.0,4150.0,Male,1269
Adelie,Biscoe,39.7,18.9,184.0,3550.0,Male,1196
Gentoo,Biscoe,42.7,13.7,208.0,3950.0,Female,1932
Gentoo,Biscoe,46.2,14.5,209.0,4800.0,Female,1580
Gentoo,Biscoe,43.2,14.5,208.0,4450.0,Female,1445
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,Male,1584
Gentoo,Biscoe,48.8,16.2,222.0,6000.0,Male,1380
Adelie,Torgersen,35.2,15.9,186.0,3050.0,Female,1343
Adelie,Torgersen,37.7,19.8,198.0,3500.0,Male,1776
Adelie,Biscoe,3.78,18.3,174.0,3400.0,Female,1868
Adelie,Torgersen,39.5,17.4,186.0,3800.0,Female,1573
Gentoo,Biscoe,44.5,15.7,217.0,4875.0,,1964
Chinstrap,Dream,48.1,16.4,199.0,3325.0,Female,1864
Adelie,Dream,40.2,17.1,193.0,3400.0,Female,1078
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,Female,1774
Chinstrap,Dream,45.5,17.0,196.0,3500.0,Female,1998
Gentoo,Biscoe,55.1,16.0,230.0,5850.0,Male,1724
Gentoo,Biscoe,47.3,15.3,222.0,5250.0,Male,1823
Adelie,Torgersen,35.9,16.6,190.0,3050.0,Female,1844
Adelie,Biscoe,37.8,20.0,190.0,4250.0,Male,1808
Adelie,Torgersen,37.8,17.1,186.0,3300.0,,1601
Gentoo,Biscoe,51.5,16.3,230.0,5500.0,Male,1572
Gentoo,Biscoe,46.1,15.1,215.0,5100.0,Male,1982
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,Female,1767
Adelie,Torgersen,39.6,17.2,196.0,3550.0,Female,1283
Gentoo,Biscoe,42.9,13.1,215.0,5000.0,Female,1043
Gentoo,Biscoe,45.5,15.0,220.0,5000.0,Male,1205
Adelie,Dream,40.2,17.1,193.0,3400.0,Female,1078
Chinstrap,Dream,54.2,20.8,201.0,4300.0,Male,1083
Adelie,Biscoe,40.5,18.9,180.0,3950.0,Male,1284
Gentoo,Biscoe,52.5,15.6,221.0,5450.0,Male,1281
Chinstrap,Dream,50.9,19.1,196.0,3550.0,Male,1107
Adelie,Biscoe,37.6,19.1,194.0,3750.0,Male,1364
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,Male,1504
Gentoo,Biscoe,48.7,15.7,208.0,5350.0,Male,1271
Adelie,Torgersen,36.6,17.8,185.0,3700.0,Female,1884
Adelie,Biscoe,35.9,19.2,189.0,3800.0,Female,1039
Chinstrap,Dream,40.9,16.6,187.0,3200.0,Female,1929
Gentoo,Biscoe,43.3,14.0,208.0,4575.0,Female,1913
Gentoo,Biscoe,43.5,14.2,220.0,4700.0,Female,1840
Chinstrap,Dream,45.9,17.1,190.0,3575.0,Female,1630
Gentoo,Biscoe,5.11,16.5,225.0,5250.0,Male,1016
Gentoo,Biscoe,50.8,17.3,228.0,5600.0,Male,1455
Gentoo,Biscoe,46.4,15.6,221.0,5000.0,Male,1379
Chinstrap,Dream,50.2,18.8,202.0,3800.0,Male,1051
Adelie,Biscoe,37.9,18.6,193.0,2925.0,Female,1035
Gentoo,Biscoe,4.95,16.1,224.0,5650.0,Male,1731
Gentoo,Biscoe,51.1,16.5,225.0,5250.0,Male,1016
Adelie,Dream,41.3,20.3,194.0,3550.0,Male,1347
Adelie,Torgersen,34.6,17.2,189.0,3200.0,Female,1759
Gentoo,Biscoe,50.1,15.0,225.0,5000.0,Male,1048
Adelie,Dream,35.6,17.5,191.0,3175.0,Female,1419
Adelie,Torgersen,39.6,17.2,196.0,3550.0,Female,1283
Gentoo,Biscoe,46.3,15.8,215.0,5050.0,Male,1629
Adelie,Torgersen,37.2,19.4,184.0,3900.0,Male,1023
Adelie,Biscoe,39.6,17.7,186.0,3500.0,Female,1428
Gentoo,Biscoe,51.1,16.5,225.0,5250.0,Male,1016
Adelie,Torgersen,40.9,16.8,191.0,3700.0,Female,1181
Gentoo,Biscoe,45.8,14.6,210.0,4200.0,Female,1103
Adelie,Torgersen,43.1,19.2,197.0,3500.0,Male,1215
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,Male,1941
Chinstrap,Dream,46.4,17.8,191.0,3700.0,Female,1758
Chinstrap,Dream,47.5,16.8,199.0,3900.0,Female,1245
Adelie,Biscoe,40.6,18.6,183.0,3550.0,Male,1388
Adelie,Biscoe,39.0,17.5,186.0,3550.0,Female,1787
Adelie,Dream,4.08,18.9,208.0,4300.0,Male,1907
Adelie,Dream,36.0,17.9,190.0,3450.0,Female,1772
Chinstrap,Dream,50.5,18.4,200.0,3400.0,Female,1394
Chinstrap,Dream,52.2,18.8,197.0,3450.0,Male,1562
Adelie,Torgersen,42.9,17.6,196.0,4700.0,Male,1461
Adelie,Biscoe,38.2,20.0,190.0,3900.0,Male,1112
Adelie,Dream,34.0,17.1,185.0,3400.0,Female,1109
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,Female,1094
Chinstrap,Dream,51.0,18.8,203.0,4100.0,Male,1867
Chinstrap,Dream,49.6,18.2,193.0,3775.0,Male,1354
Chinstrap,Dream,51.5,18.7,187.0,3250.0,Male,1983
Adelie,Torgersen,41.4,18.5,202.0,3875.0,Male,1953
Chinstrap,Dream,46.2,17.5,187.0,3650.0,Female,1258
Adelie,Dream,39.2,21.1,196.0,4150.0,Male,1854
Gentoo,Biscoe,,,,,,1697
Adelie,Biscoe,39.7,17.7,193.0,3200.0,Female,1333
Gentoo,Biscoe,43.3,14.0,208.0,4575.0,Female,1913
Adelie,Torgersen,35.2,15.9,186.0,3050.0,Female,1343
Gentoo,Biscoe,47.8,15.0,215.0,5650.0,Male,1922
Chinstrap,Dream,48.5,17.5,191.0,3400.0,Male,1307
Gentoo,Biscoe,45.2,16.4,223.0,5950.0,Male,1916
Gentoo,Biscoe,47.4,14.6,212.0,4725.0,Female,1412
Adelie,Dream,32.1,15.5,188.0,3050.0,Female,1056
Gentoo,Biscoe,47.3,15.3,222.0,5250.0,Male,1823
Gentoo,Biscoe,45.2,15.8,215.0,5300.0,Male,1117
Gentoo,Biscoe,47.7,15.0,216.0,4750.0,Female,1011
Gentoo,Biscoe,45.1,14.5,207.0,5050.0,Female,1099
Gentoo,Biscoe,50.1,15.0,225.0,5000.0,Male,1048
Gentoo,Biscoe,44.5,15.7,217.0,4875.0,,1964
